registration_ID,student_ID,student_name,unit_ID,registration_date
REG0372,SCT211-0124/2024,Jessica Harris,UNIT004,2023-03-17
REG0373,SCT211-0125/2021,James Serrano,UNIT006,2022-05-17
REG0374,SCT211-0125/2021,James Serrano,UNIT001,2024-06-03
REG0375,SCT211-0125/2021,James Serrano,UNIT005,2022-12-30
REG0376,SCT211-0126/2023,Charles Thompson,UNIT003,2024-07-03
REG0377,SCT211-0126/2023,Charles Thompson,UNIT006,2022-06-19
REG0378,SCT211-0126/2023,Charles Thompson,UNIT002,2024-01-05
REG0379,SCT211-0127/2023,Tiffany Robinson,UNIT003,2023-07-26
REG0380,SCT211-0127/2023,Tiffany Robinson,UNIT001,2024-05-12
REG0381,SCT211-0127/2023,Tiffany Robinson,UNIT006,2024-08-01
REG0382,SCT211-0128/2021,Shawna Hamilton,UNIT003,2022-04-28
REG0383,SCT211-0128/2021,Shawna Hamilton,UNIT001,2023-07-02
REG0384,SCT211-0128/2021,Shawna Hamilton,UNIT005,2024-03-22
REG0385,SCT211-0129/2024,Barbara Rodriguez,UNIT003,2023-03-03
REG0386,SCT211-0129/2024,Barbara Rodriguez,UNIT005,2024-12-13
REG0387,SCT211-0129/2024,Barbara Rodriguez,UNIT001,2024-12-27
REG0388,SCT211-0130/2024,James Simmons,UNIT003,2022-08-21
REG0389,SCT211-0130/2024,James Simmons,UNIT006,2023-10-29
REG0390,SCT211-0130/2024,James Simmons,UNIT004,2022-04-25
REG0391,SCT211-0131/2021,Hannah Robertson,UNIT006,2024-06-21
REG0392,SCT211-0131/2021,Hannah Robertson,UNIT005,2023-03-13
REG0393,SCT211-0131/2021,Hannah Robertson,UNIT001,2022-06-21
REG0394,SCT211-0132/2021,Denise Shepard,UNIT004,2024-10-23
REG0395,SCT211-0132/2021,Denise Shepard,UNIT005,2023-04-21
REG0396,SCT211-0132/2021,Denise Shepard,UNIT002,2023-09-05
REG0397,SCT211-0133/2021,Christopher Johnson,UNIT005,2024-04-25
REG0398,SCT211-0133/2021,Christopher Johnson,UNIT003,2024-03-15
REG0399,SCT211-0133/2021,Christopher Johnson,UNIT001,2023-01-20
REG0400,SCT211-0134/2022,Brittany Weber,UNIT006,2023-02-04
REG0401,SCT211-0134/2022,Brittany Weber,UNIT002,2024-02-21
REG0402,SCT211-0134/2022,Brittany Weber,UNIT004,2024-02-13
REG0403,SCT211-0135/2023,Jonathan Salinas,UNIT004,2022-04-25
REG0404,SCT211-0135/2023,Jonathan Salinas,UNIT003,2023-03-12
REG0405,SCT211-0135/2023,Jonathan Salinas,UNIT005,2024-05-29
REG0406,SCT211-0136/2022,Renee Riggs,UNIT006,2023-01-06
REG0407,SCT211-0136/2022,Renee Riggs,UNIT003,2022-08-30
REG0408,SCT211-0136/2022,Renee Riggs,UNIT004,2023-04-14
REG0409,SCT211-0137/2024,Mr. Aaron Lee,UNIT001,2022-12-04
REG0410,SCT211-0137/2024,Mr. Aaron Lee,UNIT006,2024-01-19
REG0411,SCT211-0137/2024,Mr. Aaron Lee,UNIT004,2022-12-11
REG0412,SCT211-0138/2023,Anthony Rice,UNIT005,2022-05-04
REG0413,SCT211-0138/2023,Anthony Rice,UNIT004,2024-11-15
REG0414,SCT211-0138/2023,Anthony Rice,UNIT006,2024-06-22
REG0415,SCT211-0139/2022,Ryan Reyes,UNIT005,2022-10-30
REG0416,SCT211-0139/2022,Ryan Reyes,UNIT004,2022-10-29
REG0417,SCT211-0139/2022,Ryan Reyes,UNIT006,2023-08-10
REG0418,SCT211-0140/2021,Jerry Wilkins,UNIT002,2023-02-14
REG0419,SCT211-0140/2021,Jerry Wilkins,UNIT006,2022-08-10
REG0420,SCT211-0140/2021,Jerry Wilkins,UNIT004,2022-10-20
REG0421,SCT211-0141/2021,Louis Shepherd,UNIT004,2022-03-08
REG0422,SCT211-0141/2021,Louis Shepherd,UNIT001,2024-01-19
REG0423,SCT211-0141/2021,Louis Shepherd,UNIT003,2024-11-14
REG0424,SCT211-0142/2024,Danny Morse,UNIT001,2022-06-01
REG0425,SCT211-0142/2024,Danny Morse,UNIT005,2023-07-01
REG0426,SCT211-0142/2024,Danny Morse,UNIT004,2023-03-10
REG0427,SCT211-0143/2023,Eric Eaton,UNIT005,2024-12-23
REG0428,SCT211-0143/2023,Eric Eaton,UNIT003,2022-07-13
REG0429,SCT211-0143/2023,Eric Eaton,UNIT002,2022-03-19
REG0430,SCT211-0144/2024,Janice Stevens,UNIT004,2023-04-03
REG0431,SCT211-0144/2024,Janice Stevens,UNIT002,2024-09-04
REG0432,SCT211-0144/2024,Janice Stevens,UNIT005,2024-03-15
REG0433,SCT211-0145/2022,Kelly Edwards,UNIT002,2024-07-12
REG0434,SCT211-0145/2022,Kelly Edwards,UNIT003,2022-02-19
REG0435,SCT211-0145/2022,Kelly Edwards,UNIT006,2024-05-01
REG0436,SCT211-0146/2023,Stephanie Scott,UNIT003,2024-06-08
REG0437,SCT211-0146/2023,Stephanie Scott,UNIT004,2023-10-03
REG0438,SCT211-0146/2023,Stephanie Scott,UNIT005,2022-11-15
REG0439,SCT211-0147/2021,Kathleen Horn,UNIT006,2023-12-22
REG0440,SCT211-0147/2021,Kathleen Horn,UNIT002,2025-01-03
REG0441,SCT211-0147/2021,Kathleen Horn,UNIT001,2023-05-13
REG0442,SCT211-0148/2021,Amber Jones,UNIT006,2022-06-06
REG0443,SCT211-0148/2021,Amber Jones,UNIT001,2024-05-07
REG0444,SCT211-0148/2021,Amber Jones,UNIT004,2025-01-01
REG0445,SCT211-0149/2022,Devin Castillo,UNIT004,2024-03-15
REG0446,SCT211-0149/2022,Devin Castillo,UNIT002,2023-01-08
REG0447,SCT211-0149/2022,Devin Castillo,UNIT006,2025-01-02
REG0448,SCT211-0150/2022,Timothy Curry,UNIT005,2022-11-01
REG0449,SCT211-0150/2022,Timothy Curry,UNIT001,2022-10-27
REG0450,SCT211-0150/2022,Timothy Curry,UNIT004,2023-04-12
REG0451,SCT211-0151/2022,Cole Cohen,UNIT006,2022-05-09
REG0452,SCT211-0151/2022,Cole Cohen,UNIT005,2023-08-24
REG0453,SCT211-0151/2022,Cole Cohen,UNIT001,2023-07-25
REG0454,SCT211-0152/2023,Andrew Smith,UNIT006,2024-06-17
REG0455,SCT211-0152/2023,Andrew Smith,UNIT004,2024-12-15
REG0456,SCT211-0152/2023,Andrew Smith,UNIT001,2024-03-05
REG0457,SCT211-0153/2023,Kevin Murray,UNIT003,2022-03-13
REG0458,SCT211-0153/2023,Kevin Murray,UNIT001,2023-08-19
REG0459,SCT211-0153/2023,Kevin Murray,UNIT006,2024-02-03
REG0460,SCT211-0154/2021,Alexandra Campbell,UNIT001,2024-12-15
REG0461,SCT211-0154/2021,Alexandra Campbell,UNIT002,2023-04-28
REG0462,SCT211-0154/2021,Alexandra Campbell,UNIT006,2024-06-13
REG0463,SCT211-0155/2022,Andrew Adams,UNIT006,2024-02-16
REG0464,SCT211-0155/2022,Andrew Adams,UNIT001,2023-03-21
REG0465,SCT211-0155/2022,Andrew Adams,UNIT002,2023-04-19
REG0466,SCT211-0156/2024,Todd Schwartz,UNIT001,2022-07-02
REG0467,SCT211-0156/2024,Todd Schwartz,UNIT002,2023-09-24
REG0468,SCT211-0156/2024,Todd Schwartz,UNIT004,2024-02-26
REG0469,SCT211-0157/2021,Samantha Webb,UNIT005,2024-04-25
REG0470,SCT211-0157/2021,Samantha Webb,UNIT002,2022-02-12
REG0471,SCT211-0157/2021,Samantha Webb,UNIT001,2024-04-19
REG0472,SCT211-0158/2023,Lauren Garcia,UNIT003,2024-02-27
REG0473,SCT211-0158/2023,Lauren Garcia,UNIT002,2023-05-06
REG0474,SCT211-0158/2023,Lauren Garcia,UNIT005,2022-04-12
REG0475,SCT211-0159/2023,Jason Cook,UNIT002,2022-10-05
REG0476,SCT211-0159/2023,Jason Cook,UNIT004,2024-10-21
REG0477,SCT211-0159/2023,Jason Cook,UNIT003,2024-04-10
REG0478,SCT211-0160/2022,John Brown,UNIT006,2022-11-22
REG0479,SCT211-0160/2022,John Brown,UNIT001,2024-08-29
REG0480,SCT211-0160/2022,John Brown,UNIT005,2023-03-29
REG0481,SCT211-0161/2023,Michael White,UNIT002,2022-05-28
REG0482,SCT211-0161/2023,Michael White,UNIT006,2022-12-30
REG0483,SCT211-0161/2023,Michael White,UNIT004,2023-09-23
REG0484,SCT211-0162/2024,Rhonda Chapman,UNIT003,2023-06-10
REG0485,SCT211-0162/2024,Rhonda Chapman,UNIT006,2024-05-20
REG0486,SCT211-0162/2024,Rhonda Chapman,UNIT002,2022-10-17
REG0487,SCT211-0163/2022,Amber Boyd,UNIT006,2024-11-24
REG0488,SCT211-0163/2022,Amber Boyd,UNIT005,2022-05-01
REG0489,SCT211-0163/2022,Amber Boyd,UNIT004,2023-05-18
REG0490,SCT211-0164/2023,James Russell,UNIT003,2022-03-24
REG0491,SCT211-0164/2023,James Russell,UNIT005,2022-07-02
REG0492,SCT211-0164/2023,James Russell,UNIT001,2022-09-01
REG0493,SCT211-0165/2023,Denise Branch,UNIT001,2022-12-12
REG0494,SCT211-0165/2023,Denise Branch,UNIT002,2023-01-26
REG0495,SCT211-0165/2023,Denise Branch,UNIT003,2022-05-09
REG0496,SCT211-0166/2023,Matthew Osborn,UNIT006,2023-01-02
REG0497,SCT211-0166/2023,Matthew Osborn,UNIT003,2022-12-30
REG0498,SCT211-0166/2023,Matthew Osborn,UNIT005,2022-07-28
REG0499,SCT211-0167/2021,Jill Rodriguez,UNIT006,2023-12-29
REG0500,SCT211-0167/2021,Jill Rodriguez,UNIT005,2022-04-18
REG0501,SCT211-0167/2021,Jill Rodriguez,UNIT002,2022-10-26
REG0502,SCT211-0168/2023,Robert Medina,UNIT005,2022-02-07
REG0503,SCT211-0168/2023,Robert Medina,UNIT001,2024-06-30
REG0504,SCT211-0168/2023,Robert Medina,UNIT006,2024-06-13
REG0505,SCT211-0169/2021,Justin Simpson,UNIT006,2024-11-01
REG0506,SCT211-0169/2021,Justin Simpson,UNIT004,2024-12-07
REG0507,SCT211-0169/2021,Justin Simpson,UNIT002,2022-04-15
REG0508,SCT211-0170/2022,Sandra Munoz,UNIT002,2024-02-01
REG0509,SCT211-0170/2022,Sandra Munoz,UNIT005,2022-10-30
REG0510,SCT211-0170/2022,Sandra Munoz,UNIT004,2025-01-02
REG0511,SCT211-0171/2022,Terry Hoffman,UNIT004,2024-01-19
REG0512,SCT211-0171/2022,Terry Hoffman,UNIT001,2022-10-26
REG0513,SCT211-0171/2022,Terry Hoffman,UNIT003,2022-06-11
REG0514,SCT211-0172/2022,Brandon Simpson,UNIT003,2024-12-07
REG0515,SCT211-0172/2022,Brandon Simpson,UNIT005,2024-04-14
REG0516,SCT211-0172/2022,Brandon Simpson,UNIT006,2024-01-03
REG0517,SCT211-0173/2021,Natasha Garcia,UNIT002,2024-08-17
REG0518,SCT211-0173/2021,Natasha Garcia,UNIT006,2022-10-21
REG0519,SCT211-0173/2021,Natasha Garcia,UNIT003,2023-11-12
REG0520,SCT211-0174/2021,Michael Duncan,UNIT005,2024-07-27
REG0521,SCT211-0174/2021,Michael Duncan,UNIT001,2023-02-13
REG0522,SCT211-0174/2021,Michael Duncan,UNIT006,2024-02-04
REG0523,SCT211-0175/2024,Sarah Perkins,UNIT001,2024-08-26
REG0524,SCT211-0175/2024,Sarah Perkins,UNIT003,2024-12-10
REG0525,SCT211-0175/2024,Sarah Perkins,UNIT006,2023-05-21
REG0526,SCT211-0176/2024,Rickey Green,UNIT004,2023-01-12
REG0527,SCT211-0176/2024,Rickey Green,UNIT001,2024-11-16
REG0528,SCT211-0176/2024,Rickey Green,UNIT006,2022-11-10
REG0529,SCT211-0177/2021,Adam Smith,UNIT002,2023-05-26
REG0530,SCT211-0177/2021,Adam Smith,UNIT004,2023-11-15
REG0531,SCT211-0177/2021,Adam Smith,UNIT005,2023-03-16
REG0532,SCT211-0178/2024,Kristie Smith,UNIT004,2023-12-24
REG0533,SCT211-0178/2024,Kristie Smith,UNIT006,2024-08-15
REG0534,SCT211-0178/2024,Kristie Smith,UNIT003,2022-10-30
REG0535,SCT211-0179/2022,Katrina Rice,UNIT001,2024-06-08
REG0536,SCT211-0179/2022,Katrina Rice,UNIT003,2024-08-30
REG0537,SCT211-0179/2022,Katrina Rice,UNIT006,2024-08-28
REG0538,SCT211-0180/2022,Joseph Rodriguez,UNIT006,2024-06-20
REG0539,SCT211-0180/2022,Joseph Rodriguez,UNIT002,2022-07-02
REG0540,SCT211-0180/2022,Joseph Rodriguez,UNIT001,2024-08-22
REG0541,SCT211-0181/2024,Lisa Trujillo,UNIT003,2023-03-19
REG0542,SCT211-0181/2024,Lisa Trujillo,UNIT006,2023-12-18
REG0543,SCT211-0181/2024,Lisa Trujillo,UNIT002,2024-06-30
REG0544,SCT211-0182/2024,Pamela Lopez,UNIT006,2023-12-02
REG0545,SCT211-0182/2024,Pamela Lopez,UNIT004,2022-04-03
REG0546,SCT211-0182/2024,Pamela Lopez,UNIT002,2024-07-12
REG0547,SCT211-0183/2021,Marcus Winters,UNIT006,2022-10-11
REG0548,SCT211-0183/2021,Marcus Winters,UNIT004,2024-03-20
REG0549,SCT211-0183/2021,Marcus Winters,UNIT005,2023-08-15
REG0550,SCT211-0184/2023,Tiffany Nunez,UNIT002,2023-02-17
REG0551,SCT211-0184/2023,Tiffany Nunez,UNIT003,2024-07-17
REG0552,SCT211-0184/2023,Tiffany Nunez,UNIT001,2023-12-29
REG0553,SCT211-0185/2021,Joshua Reyes,UNIT005,2024-01-21
REG0554,SCT211-0185/2021,Joshua Reyes,UNIT006,2023-05-14
REG0555,SCT211-0185/2021,Joshua Reyes,UNIT001,2023-11-06
REG0556,SCT211-0186/2024,Sarah Curtis,UNIT001,2024-07-13
REG0557,SCT211-0186/2024,Sarah Curtis,UNIT003,2023-12-10
REG0558,SCT211-0186/2024,Sarah Curtis,UNIT004,2022-07-10
REG0559,SCT211-0187/2024,Susan Pacheco,UNIT003,2023-12-18
REG0560,SCT211-0187/2024,Susan Pacheco,UNIT002,2024-05-08
REG0561,SCT211-0187/2024,Susan Pacheco,UNIT006,2024-03-30
REG0562,SCT211-0188/2022,Ronnie Perez,UNIT001,2024-01-10
REG0563,SCT211-0188/2022,Ronnie Perez,UNIT003,2024-10-25
REG0564,SCT211-0188/2022,Ronnie Perez,UNIT004,2023-10-21
REG0565,SCT211-0189/2021,Mary Gallagher,UNIT005,2024-11-19
REG0566,SCT211-0189/2021,Mary Gallagher,UNIT001,2022-04-28
REG0567,SCT211-0189/2021,Mary Gallagher,UNIT002,2023-07-20
REG0568,SCT211-0190/2023,Amy Graham,UNIT005,2023-02-17
REG0569,SCT211-0190/2023,Amy Graham,UNIT003,2023-07-30
REG0570,SCT211-0190/2023,Amy Graham,UNIT002,2024-08-15
REG0571,SCT211-0191/2023,Anthony Blair,UNIT003,2024-11-17
REG0572,SCT211-0191/2023,Anthony Blair,UNIT004,2022-03-06
REG0573,SCT211-0191/2023,Anthony Blair,UNIT002,2022-08-31
REG0574,SCT211-0192/2021,Anthony Willis,UNIT002,2023-06-01
REG0575,SCT211-0192/2021,Anthony Willis,UNIT005,2024-04-22
REG0576,SCT211-0192/2021,Anthony Willis,UNIT003,2024-08-30
REG0577,SCT211-0193/2021,Scott Rose,UNIT002,2022-07-19
REG0578,SCT211-0193/2021,Scott Rose,UNIT004,2022-10-05
REG0579,SCT211-0193/2021,Scott Rose,UNIT005,2023-09-07
REG0580,SCT211-0194/2024,Kathleen Diaz,UNIT003,2022-08-04
REG0581,SCT211-0194/2024,Kathleen Diaz,UNIT004,2024-01-23
REG0582,SCT211-0194/2024,Kathleen Diaz,UNIT005,2022-08-12
REG0583,SCT211-0195/2024,Natasha Martinez,UNIT006,2024-05-07
REG0584,SCT211-0195/2024,Natasha Martinez,UNIT005,2024-08-10
REG0585,SCT211-0195/2024,Natasha Martinez,UNIT002,2024-07-20
REG0586,SCT211-0196/2021,Steven Skinner,UNIT004,2024-06-15
REG0587,SCT211-0196/2021,Steven Skinner,UNIT006,2022-09-09
REG0588,SCT211-0196/2021,Steven Skinner,UNIT003,2022-04-07
REG0589,SCT211-0197/2022,Andrea Long,UNIT003,2023-01-17
REG0590,SCT211-0197/2022,Andrea Long,UNIT001,2023-11-14
REG0591,SCT211-0197/2022,Andrea Long,UNIT002,2023-11-12
REG0592,SCT211-0198/2022,Stephanie Williams,UNIT006,2024-02-27
REG0593,SCT211-0198/2022,Stephanie Williams,UNIT001,2024-01-22
REG0594,SCT211-0198/2022,Stephanie Williams,UNIT003,2022-02-18
REG0595,SCT211-0199/2023,Darrell Miranda,UNIT005,2024-11-11
REG0596,SCT211-0199/2023,Darrell Miranda,UNIT003,2024-12-24
REG0597,SCT211-0199/2023,Darrell Miranda,UNIT002,2023-03-31
REG0598,SCT211-0200/2023,Daniel Richardson,UNIT002,2024-09-20
REG0599,SCT211-0200/2023,Daniel Richardson,UNIT006,2022-02-03
REG0600,SCT211-0200/2023,Daniel Richardson,UNIT003,2024-01-28
REG0601,SCT211-0201/2024,Erin Whitaker,UNIT006,2022-11-15
REG0602,SCT211-0201/2024,Erin Whitaker,UNIT001,2023-11-01
REG0603,SCT211-0201/2024,Erin Whitaker,UNIT005,2024-05-20
REG0604,SCT211-0202/2023,Anthony Hernandez,UNIT003,2022-04-15
REG0605,SCT211-0202/2023,Anthony Hernandez,UNIT004,2022-11-01
REG0606,SCT211-0202/2023,Anthony Hernandez,UNIT002,2024-05-26
REG0607,SCT211-0203/2023,Holly Rogers,UNIT005,2023-11-05
REG0608,SCT211-0203/2023,Holly Rogers,UNIT002,2024-11-01
REG0609,SCT211-0203/2023,Holly Rogers,UNIT001,2022-02-27
REG0610,SCT211-0204/2023,Andrew Santana Jr.,UNIT006,2022-02-02
REG0611,SCT211-0204/2023,Andrew Santana Jr.,UNIT005,2023-10-16
REG0612,SCT211-0204/2023,Andrew Santana Jr.,UNIT002,2024-06-05
REG0613,SCT211-0205/2021,John Wolf,UNIT003,2024-12-28
REG0614,SCT211-0205/2021,John Wolf,UNIT004,2022-08-26
REG0615,SCT211-0205/2021,John Wolf,UNIT001,2023-05-01
REG0616,SCT211-0206/2021,Dana Rodriguez,UNIT002,2022-01-24
REG0617,SCT211-0206/2021,Dana Rodriguez,UNIT003,2024-02-24
REG0618,SCT211-0206/2021,Dana Rodriguez,UNIT004,2023-12-02
REG0619,SCT211-0207/2022,Vanessa Stewart,UNIT002,2022-08-17
REG0620,SCT211-0207/2022,Vanessa Stewart,UNIT006,2024-04-22
REG0621,SCT211-0207/2022,Vanessa Stewart,UNIT005,2024-05-19
REG0622,SCT211-0208/2021,April Diaz,UNIT001,2024-02-08
REG0623,SCT211-0208/2021,April Diaz,UNIT005,2024-10-04
REG0624,SCT211-0208/2021,April Diaz,UNIT006,2024-04-15
REG0625,SCT211-0209/2021,Ms. Beverly Stewart,UNIT004,2023-12-01
REG0626,SCT211-0209/2021,Ms. Beverly Stewart,UNIT005,2022-05-13
REG0627,SCT211-0209/2021,Ms. Beverly Stewart,UNIT006,2022-06-06
REG0628,SCT211-0210/2022,Lynn Summers,UNIT002,2024-12-04
REG0629,SCT211-0210/2022,Lynn Summers,UNIT005,2022-10-21
REG0630,SCT211-0210/2022,Lynn Summers,UNIT003,2024-03-03
REG0631,SCT211-0211/2022,Brian Jenkins,UNIT003,2024-02-29
REG0632,SCT211-0211/2022,Brian Jenkins,UNIT005,2023-07-08
REG0633,SCT211-0211/2022,Brian Jenkins,UNIT004,2023-03-24
REG0634,SCT211-0212/2022,Rachel Nichols,UNIT002,2022-12-03
REG0635,SCT211-0212/2022,Rachel Nichols,UNIT006,2024-12-17
REG0636,SCT211-0212/2022,Rachel Nichols,UNIT004,2022-08-18
REG0637,SCT211-0213/2024,Benjamin Austin,UNIT003,2022-12-24
REG0638,SCT211-0213/2024,Benjamin Austin,UNIT006,2024-01-23
REG0639,SCT211-0213/2024,Benjamin Austin,UNIT001,2023-06-16
REG0640,SCT211-0214/2022,Fred Smith,UNIT006,2023-05-12
REG0641,SCT211-0214/2022,Fred Smith,UNIT001,2024-09-09
REG0642,SCT211-0214/2022,Fred Smith,UNIT005,2023-04-19
REG0643,SCT211-0215/2022,Robin Pitts,UNIT003,2024-12-12
REG0644,SCT211-0215/2022,Robin Pitts,UNIT002,2023-12-13
REG0645,SCT211-0215/2022,Robin Pitts,UNIT006,2024-06-23
REG0646,SCT211-0216/2023,Gregory Rhodes,UNIT006,2024-11-10
REG0647,SCT211-0216/2023,Gregory Rhodes,UNIT005,2023-08-25
REG0648,SCT211-0216/2023,Gregory Rhodes,UNIT004,2023-04-06
REG0649,SCT211-0217/2024,Alyssa Andrews,UNIT001,2023-09-11
REG0650,SCT211-0217/2024,Alyssa Andrews,UNIT004,2024-02-03
REG0651,SCT211-0217/2024,Alyssa Andrews,UNIT002,2022-10-10
REG0652,SCT211-0218/2024,Natasha Yoder,UNIT004,2022-12-09
REG0653,SCT211-0218/2024,Natasha Yoder,UNIT005,2023-05-27
REG0654,SCT211-0218/2024,Natasha Yoder,UNIT003,2022-12-06
REG0655,SCT211-0219/2021,Lucas Lowe,UNIT006,2022-05-28
REG0656,SCT211-0219/2021,Lucas Lowe,UNIT004,2023-01-23
REG0657,SCT211-0219/2021,Lucas Lowe,UNIT001,2022-09-08
REG0658,SCT211-0220/2023,Stephanie Garza,UNIT002,2022-05-26
REG0659,SCT211-0220/2023,Stephanie Garza,UNIT005,2024-08-14
REG0660,SCT211-0220/2023,Stephanie Garza,UNIT004,2024-03-10
REG0661,SCT211-0221/2023,Andrew Kent,UNIT005,2023-04-17
REG0662,SCT211-0221/2023,Andrew Kent,UNIT006,2023-01-07
REG0663,SCT211-0221/2023,Andrew Kent,UNIT001,2024-03-01
REG0664,SCT211-0222/2023,Rachel Green,UNIT002,2023-07-05
REG0665,SCT211-0222/2023,Rachel Green,UNIT005,2022-02-24
REG0666,SCT211-0222/2023,Rachel Green,UNIT004,2022-11-28
REG0667,SCT211-0223/2021,Nathan Wilkinson,UNIT005,2022-03-02
REG0668,SCT211-0223/2021,Nathan Wilkinson,UNIT001,2023-10-11
REG0669,SCT211-0223/2021,Nathan Wilkinson,UNIT004,2023-05-10
REG0670,SCT211-0224/2022,Emily Blackwell,UNIT005,2024-03-30
REG0671,SCT211-0224/2022,Emily Blackwell,UNIT004,2024-01-13
REG0672,SCT211-0224/2022,Emily Blackwell,UNIT003,2024-12-14
REG0673,SCT211-0225/2024,Kevin Wilkerson,UNIT006,2023-04-11
REG0674,SCT211-0225/2024,Kevin Wilkerson,UNIT002,2023-12-05
REG0675,SCT211-0225/2024,Kevin Wilkerson,UNIT001,2024-03-04
REG0676,SCT211-0226/2022,Bobby Smith,UNIT004,2023-07-12
REG0677,SCT211-0226/2022,Bobby Smith,UNIT005,2023-08-25
REG0678,SCT211-0226/2022,Bobby Smith,UNIT006,2024-11-22
REG0679,SCT211-0227/2021,Jeffrey Orr,UNIT004,2022-10-22
REG0680,SCT211-0227/2021,Jeffrey Orr,UNIT005,2024-02-15
REG0681,SCT211-0227/2021,Jeffrey Orr,UNIT002,2024-12-30
REG0682,SCT211-0228/2024,Christopher Atkinson,UNIT004,2024-02-08
REG0683,SCT211-0228/2024,Christopher Atkinson,UNIT002,2022-08-14
REG0684,SCT211-0228/2024,Christopher Atkinson,UNIT005,2023-07-20
REG0685,SCT211-0229/2023,Jennifer Pearson,UNIT002,2023-07-18
REG0686,SCT211-0229/2023,Jennifer Pearson,UNIT001,2024-04-13
REG0687,SCT211-0229/2023,Jennifer Pearson,UNIT006,2022-07-16
REG0688,SCT211-0230/2022,Melissa Nixon,UNIT002,2022-06-28
REG0689,SCT211-0230/2022,Melissa Nixon,UNIT003,2024-01-07
REG0690,SCT211-0230/2022,Melissa Nixon,UNIT001,2023-07-10
REG0691,SCT211-0231/2024,Jennifer Harrison,UNIT002,2022-08-03
REG0692,SCT211-0231/2024,Jennifer Harrison,UNIT001,2024-06-16
REG0693,SCT211-0231/2024,Jennifer Harrison,UNIT004,2024-01-20
REG0694,SCT211-0232/2023,Rachel Moran,UNIT002,2024-07-06
REG0695,SCT211-0232/2023,Rachel Moran,UNIT003,2022-02-13
REG0696,SCT211-0232/2023,Rachel Moran,UNIT004,2023-04-19
REG0697,SCT211-0233/2021,Jenna Vance,UNIT004,2023-07-15
REG0698,SCT211-0233/2021,Jenna Vance,UNIT006,2022-07-02
REG0699,SCT211-0233/2021,Jenna Vance,UNIT001,2022-02-20
REG0700,SCT211-0234/2024,Emily Reese,UNIT001,2022-10-26
REG0701,SCT211-0234/2024,Emily Reese,UNIT006,2022-12-19
REG0702,SCT211-0234/2024,Emily Reese,UNIT005,2022-10-06
REG0703,SCT211-0235/2024,Thomas Thomas,UNIT006,2022-10-19
REG0704,SCT211-0235/2024,Thomas Thomas,UNIT001,2023-09-29
REG0705,SCT211-0235/2024,Thomas Thomas,UNIT003,2024-09-02
REG0706,SCT211-0236/2024,Michael Sanchez,UNIT002,2023-11-29
REG0707,SCT211-0236/2024,Michael Sanchez,UNIT003,2022-01-11
REG0708,SCT211-0236/2024,Michael Sanchez,UNIT004,2023-04-25
REG0709,SCT211-0237/2021,James Hooper,UNIT002,2024-07-28
REG0710,SCT211-0237/2021,James Hooper,UNIT006,2023-02-05
REG0711,SCT211-0237/2021,James Hooper,UNIT005,2022-10-09
REG0712,SCT211-0238/2022,Krystal Clark,UNIT002,2024-06-04
REG0713,SCT211-0238/2022,Krystal Clark,UNIT006,2023-03-03
REG0714,SCT211-0238/2022,Krystal Clark,UNIT003,2022-10-25
REG0715,SCT211-0239/2023,Tonya Smith,UNIT003,2022-08-04
REG0716,SCT211-0239/2023,Tonya Smith,UNIT001,2023-08-23
REG0717,SCT211-0239/2023,Tonya Smith,UNIT005,2022-07-01
REG0718,SCT211-0240/2022,Julia Griffin,UNIT001,2022-11-02
REG0719,SCT211-0240/2022,Julia Griffin,UNIT005,2022-06-26
REG0720,SCT211-0240/2022,Julia Griffin,UNIT002,2023-03-26
REG0721,SCT211-0241/2024,Todd Carpenter,UNIT003,2024-11-05
REG0722,SCT211-0241/2024,Todd Carpenter,UNIT005,2023-05-11
REG0723,SCT211-0241/2024,Todd Carpenter,UNIT002,2022-11-03
REG0724,SCT211-0242/2024,Rachel Peters,UNIT002,2023-01-30
REG0725,SCT211-0242/2024,Rachel Peters,UNIT003,2023-01-29
REG0726,SCT211-0242/2024,Rachel Peters,UNIT006,2022-10-05
REG0727,SCT211-0243/2024,Nicholas Nielsen,UNIT003,2024-08-26
REG0728,SCT211-0243/2024,Nicholas Nielsen,UNIT006,2022-12-01
REG0729,SCT211-0243/2024,Nicholas Nielsen,UNIT002,2024-07-06
REG0730,SCT211-0244/2024,Claudia Gonzales,UNIT002,2024-04-24
REG0731,SCT211-0244/2024,Claudia Gonzales,UNIT004,2022-04-14
REG0732,SCT211-0244/2024,Claudia Gonzales,UNIT006,2024-08-21
REG0733,SCT211-0245/2023,Debra Chavez,UNIT002,2024-07-14
REG0734,SCT211-0245/2023,Debra Chavez,UNIT001,2022-09-21
REG0735,SCT211-0245/2023,Debra Chavez,UNIT004,2022-02-21
REG0736,SCT211-0246/2023,Eric Mcdonald,UNIT002,2023-09-18
REG0737,SCT211-0246/2023,Eric Mcdonald,UNIT005,2024-01-19
REG0738,SCT211-0246/2023,Eric Mcdonald,UNIT001,2022-05-03
REG0739,SCT211-0247/2024,Jacqueline Daniels,UNIT001,2022-10-16
REG0740,SCT211-0247/2024,Jacqueline Daniels,UNIT002,2024-04-03
REG0741,SCT211-0247/2024,Jacqueline Daniels,UNIT005,2023-03-18
REG0742,SCT211-0248/2022,Alexander Henderson,UNIT004,2023-05-15
