result_ID,student_ID,student_name,unit_ID,marks,grade
RES1470,SCT211-0245/2023,Debra Chavez,UNIT006,47.19,D
RES1471,SCT211-0246/2023,Eric Mcdonald,UNIT001,45.05,D
RES1472,SCT211-0246/2023,Eric Mcdonald,UNIT002,49.3,D
RES1473,SCT211-0246/2023,Eric Mcdonald,UNIT003,91.65,A
RES1474,SCT211-0246/2023,Eric Mcdonald,UNIT004,81.5,A
RES1475,SCT211-0246/2023,Eric Mcdonald,UNIT005,60.87,B
RES1476,SCT211-0246/2023,Eric Mcdonald,UNIT006,85.9,A
RES1477,SCT211-0247/2024,Jacqueline Daniels,UNIT001,69.9,B
RES1478,SCT211-0247/2024,Jacqueline Daniels,UNIT002,67.61,B
RES1479,SCT211-0247/2024,Jacqueline Daniels,UNIT003,48.19,D
RES1480,SCT211-0247/2024,Jacqueline Daniels,UNIT004,94.49,A
RES1481,SCT211-0247/2024,Jacqueline Daniels,UNIT005,81.78,A
RES1482,SCT211-0247/2024,Jacqueline Daniels,UNIT006,87.03,A
RES1483,SCT211-0248/2022,Alexander Henderson,UNIT001,96.47,A
RES1484,SCT211-0248/2022,Alexander Henderson,UNIT002,76.89,A
RES1485,SCT211-0248/2022,Alexander Henderson,UNIT003,57.72,C
RES1486,SCT211-0248/2022,Alexander Henderson,UNIT004,96.9,A
RES1487,SCT211-0248/2022,Alexander Henderson,UNIT005,47.02,D
RES1488,SCT211-0248/2022,Alexander Henderson,UNIT006,63.93,B
RES1489,SCT211-0249/2022,Terri Little,UNIT001,73.49,A
RES1490,SCT211-0249/2022,Terri Little,UNIT002,54.78,C
RES1491,SCT211-0249/2022,Terri Little,UNIT003,87.54,A
RES1492,SCT211-0249/2022,Terri Little,UNIT004,93.45,A
RES1493,SCT211-0249/2022,Terri Little,UNIT005,63.93,B
RES1494,SCT211-0249/2022,Terri Little,UNIT006,50.09,C
RES1495,SCT211-0250/2023,Charles Martin,UNIT001,63.61,B
RES1496,SCT211-0250/2023,Charles Martin,UNIT002,65.61,B
RES1497,SCT211-0250/2023,Charles Martin,UNIT003,63.32,B
RES1498,SCT211-0250/2023,Charles Martin,UNIT004,73.02,A
RES1499,SCT211-0250/2023,Charles Martin,UNIT005,98.69,A
RES1500,SCT211-0250/2023,Charles Martin,UNIT006,91.4,A
RES1501,SCT211-0251/2022,Julie Perkins,UNIT001,63.5,B
RES1502,SCT211-0251/2022,Julie Perkins,UNIT002,95.62,A
RES1503,SCT211-0251/2022,Julie Perkins,UNIT003,98.84,A
RES1504,SCT211-0251/2022,Julie Perkins,UNIT004,50.73,C
RES1505,SCT211-0251/2022,Julie Perkins,UNIT005,44.17,D
RES1506,SCT211-0251/2022,Julie Perkins,UNIT006,90.37,A
RES1507,SCT211-0252/2021,Breanna Willis,UNIT001,56.17,C
RES1508,SCT211-0252/2021,Breanna Willis,UNIT002,70.61,A
RES1509,SCT211-0252/2021,Breanna Willis,UNIT003,58.83,C
RES1510,SCT211-0252/2021,Breanna Willis,UNIT004,52.42,C
RES1511,SCT211-0252/2021,Breanna Willis,UNIT005,53.3,C
RES1512,SCT211-0252/2021,Breanna Willis,UNIT006,89.23,A
RES1513,SCT211-0253/2022,Joseph Morales,UNIT001,98.23,A
RES1514,SCT211-0253/2022,Joseph Morales,UNIT002,89.36,A
RES1515,SCT211-0253/2022,Joseph Morales,UNIT003,88.65,A
RES1516,SCT211-0253/2022,Joseph Morales,UNIT004,83.52,A
RES1517,SCT211-0253/2022,Joseph Morales,UNIT005,56.21,C
RES1518,SCT211-0253/2022,Joseph Morales,UNIT006,54.53,C
RES1519,SCT211-0254/2022,Gary Carroll,UNIT001,56.62,C
RES1520,SCT211-0254/2022,Gary Carroll,UNIT002,69.34,B
RES1521,SCT211-0254/2022,Gary Carroll,UNIT003,64.98,B
RES1522,SCT211-0254/2022,Gary Carroll,UNIT004,86.61,A
RES1523,SCT211-0254/2022,Gary Carroll,UNIT005,55.1,C
RES1524,SCT211-0254/2022,Gary Carroll,UNIT006,46.11,D
RES1525,SCT211-0255/2021,Thomas Rogers,UNIT001,68.05,B
RES1526,SCT211-0255/2021,Thomas Rogers,UNIT002,94.43,A
RES1527,SCT211-0255/2021,Thomas Rogers,UNIT003,51.56,C
RES1528,SCT211-0255/2021,Thomas Rogers,UNIT004,97.39,A
RES1529,SCT211-0255/2021,Thomas Rogers,UNIT005,96.33,A
RES1530,SCT211-0255/2021,Thomas Rogers,UNIT006,64.83,B
RES1531,SCT211-0256/2024,Hailey Williams,UNIT001,89.06,A
RES1532,SCT211-0256/2024,Hailey Williams,UNIT002,64.05,B
RES1533,SCT211-0256/2024,Hailey Williams,UNIT003,64.56,B
RES1534,SCT211-0256/2024,Hailey Williams,UNIT004,55.9,C
RES1535,SCT211-0256/2024,Hailey Williams,UNIT005,62.27,B
RES1536,SCT211-0256/2024,Hailey Williams,UNIT006,94.74,A
RES1537,SCT211-0257/2024,Cynthia Gomez,UNIT001,60.53,B
RES1538,SCT211-0257/2024,Cynthia Gomez,UNIT002,45.78,D
RES1539,SCT211-0257/2024,Cynthia Gomez,UNIT003,91.64,A
RES1540,SCT211-0257/2024,Cynthia Gomez,UNIT004,66.34,B
RES1541,SCT211-0257/2024,Cynthia Gomez,UNIT005,75.66,A
RES1542,SCT211-0257/2024,Cynthia Gomez,UNIT006,70.77,A
RES1543,SCT211-0258/2022,Elizabeth Martin,UNIT001,58.27,C
RES1544,SCT211-0258/2022,Elizabeth Martin,UNIT002,65.7,B
RES1545,SCT211-0258/2022,Elizabeth Martin,UNIT003,51.39,C
RES1546,SCT211-0258/2022,Elizabeth Martin,UNIT004,65.89,B
RES1547,SCT211-0258/2022,Elizabeth Martin,UNIT005,49.87,D
RES1548,SCT211-0258/2022,Elizabeth Martin,UNIT006,44.87,D
RES1549,SCT211-0259/2024,Elizabeth Anderson,UNIT001,52.19,C
RES1550,SCT211-0259/2024,Elizabeth Anderson,UNIT002,63.61,B
RES1551,SCT211-0259/2024,Elizabeth Anderson,UNIT003,98.6,A
RES1552,SCT211-0259/2024,Elizabeth Anderson,UNIT004,53.48,C
RES1553,SCT211-0259/2024,Elizabeth Anderson,UNIT005,71.54,A
RES1554,SCT211-0259/2024,Elizabeth Anderson,UNIT006,84.81,A
RES1555,SCT211-0260/2021,Norma Bradshaw,UNIT001,93.62,A
RES1556,SCT211-0260/2021,Norma Bradshaw,UNIT002,58.54,C
RES1557,SCT211-0260/2021,Norma Bradshaw,UNIT003,82.55,A
RES1558,SCT211-0260/2021,Norma Bradshaw,UNIT004,62.38,B
RES1559,SCT211-0260/2021,Norma Bradshaw,UNIT005,45.31,D
RES1560,SCT211-0260/2021,Norma Bradshaw,UNIT006,96.2,A
RES1561,SCT211-0261/2024,Ronald Webb,UNIT001,49.54,D
RES1562,SCT211-0261/2024,Ronald Webb,UNIT002,66.2,B
RES1563,SCT211-0261/2024,Ronald Webb,UNIT003,53.62,C
RES1564,SCT211-0261/2024,Ronald Webb,UNIT004,86.09,A
RES1565,SCT211-0261/2024,Ronald Webb,UNIT005,74.88,A
RES1566,SCT211-0261/2024,Ronald Webb,UNIT006,85.71,A
RES1567,SCT211-0262/2021,David Allen,UNIT001,47.86,D
RES1568,SCT211-0262/2021,David Allen,UNIT002,49.57,D
RES1569,SCT211-0262/2021,David Allen,UNIT003,81.55,A
RES1570,SCT211-0262/2021,David Allen,UNIT004,96.1,A
RES1571,SCT211-0262/2021,David Allen,UNIT005,52.53,C
RES1572,SCT211-0262/2021,David Allen,UNIT006,66.87,B
RES1573,SCT211-0263/2023,Briana Alvarez,UNIT001,55.71,C
RES1574,SCT211-0263/2023,Briana Alvarez,UNIT002,61.39,B
RES1575,SCT211-0263/2023,Briana Alvarez,UNIT003,69.77,B
RES1576,SCT211-0263/2023,Briana Alvarez,UNIT004,84.6,A
RES1577,SCT211-0263/2023,Briana Alvarez,UNIT005,71.01,A
RES1578,SCT211-0263/2023,Briana Alvarez,UNIT006,57.88,C
RES1579,SCT211-0264/2022,Larry Potts,UNIT001,42.89,D
RES1580,SCT211-0264/2022,Larry Potts,UNIT002,51.02,C
RES1581,SCT211-0264/2022,Larry Potts,UNIT003,48.93,D
RES1582,SCT211-0264/2022,Larry Potts,UNIT004,42.01,D
RES1583,SCT211-0264/2022,Larry Potts,UNIT005,85.76,A
RES1584,SCT211-0264/2022,Larry Potts,UNIT006,70.29,A
RES1585,SCT211-0265/2024,Laurie Wolfe,UNIT001,91.35,A
RES1586,SCT211-0265/2024,Laurie Wolfe,UNIT002,62.8,B
RES1587,SCT211-0265/2024,Laurie Wolfe,UNIT003,95.41,A
RES1588,SCT211-0265/2024,Laurie Wolfe,UNIT004,64.02,B
RES1589,SCT211-0265/2024,Laurie Wolfe,UNIT005,91.14,A
RES1590,SCT211-0265/2024,Laurie Wolfe,UNIT006,74.38,A
RES1591,SCT211-0266/2021,Morgan Banks,UNIT001,56.17,C
RES1592,SCT211-0266/2021,Morgan Banks,UNIT002,85.15,A
RES1593,SCT211-0266/2021,Morgan Banks,UNIT003,55.01,C
RES1594,SCT211-0266/2021,Morgan Banks,UNIT004,41.46,D
RES1595,SCT211-0266/2021,Morgan Banks,UNIT005,87.2,A
RES1596,SCT211-0266/2021,Morgan Banks,UNIT006,66.57,B
RES1597,SCT211-0267/2024,Michael Roman,UNIT001,98.76,A
RES1598,SCT211-0267/2024,Michael Roman,UNIT002,98.86,A
RES1599,SCT211-0267/2024,Michael Roman,UNIT003,98.99,A
RES1600,SCT211-0267/2024,Michael Roman,UNIT004,83.49,A
RES1601,SCT211-0267/2024,Michael Roman,UNIT005,55.69,C
RES1602,SCT211-0267/2024,Michael Roman,UNIT006,49.95,D
RES1603,SCT211-0268/2022,Amanda Johnson,UNIT001,64.9,B
RES1604,SCT211-0268/2022,Amanda Johnson,UNIT002,89.71,A
RES1605,SCT211-0268/2022,Amanda Johnson,UNIT003,48.0,D
RES1606,SCT211-0268/2022,Amanda Johnson,UNIT004,81.07,A
RES1607,SCT211-0268/2022,Amanda Johnson,UNIT005,82.21,A
RES1608,SCT211-0268/2022,Amanda Johnson,UNIT006,45.95,D
RES1609,SCT211-0269/2023,Kayla Myers,UNIT001,69.4,B
RES1610,SCT211-0269/2023,Kayla Myers,UNIT002,98.94,A
RES1611,SCT211-0269/2023,Kayla Myers,UNIT003,69.82,B
RES1612,SCT211-0269/2023,Kayla Myers,UNIT004,85.51,A
RES1613,SCT211-0269/2023,Kayla Myers,UNIT005,43.26,D
RES1614,SCT211-0269/2023,Kayla Myers,UNIT006,46.23,D
RES1615,SCT211-0270/2024,Tonya Reid,UNIT001,80.99,A
RES1616,SCT211-0270/2024,Tonya Reid,UNIT002,55.66,C
RES1617,SCT211-0270/2024,Tonya Reid,UNIT003,95.83,A
RES1618,SCT211-0270/2024,Tonya Reid,UNIT004,43.29,D
RES1619,SCT211-0270/2024,Tonya Reid,UNIT005,84.55,A
RES1620,SCT211-0270/2024,Tonya Reid,UNIT006,73.6,A
RES1621,SCT211-0271/2022,Jason Ross,UNIT001,47.64,D
RES1622,SCT211-0271/2022,Jason Ross,UNIT002,75.44,A
RES1623,SCT211-0271/2022,Jason Ross,UNIT003,57.54,C
RES1624,SCT211-0271/2022,Jason Ross,UNIT004,83.55,A
RES1625,SCT211-0271/2022,Jason Ross,UNIT005,40.2,D
RES1626,SCT211-0271/2022,Jason Ross,UNIT006,48.29,D
RES1627,SCT211-0272/2022,Jack Andrews,UNIT001,86.07,A
RES1628,SCT211-0272/2022,Jack Andrews,UNIT002,67.45,B
RES1629,SCT211-0272/2022,Jack Andrews,UNIT003,62.08,B
RES1630,SCT211-0272/2022,Jack Andrews,UNIT004,52.42,C
RES1631,SCT211-0272/2022,Jack Andrews,UNIT005,53.58,C
RES1632,SCT211-0272/2022,Jack Andrews,UNIT006,72.89,A
RES1633,SCT211-0273/2024,Alisha Martin,UNIT001,99.39,A
RES1634,SCT211-0273/2024,Alisha Martin,UNIT002,80.19,A
RES1635,SCT211-0273/2024,Alisha Martin,UNIT003,98.3,A
RES1636,SCT211-0273/2024,Alisha Martin,UNIT004,97.89,A
RES1637,SCT211-0273/2024,Alisha Martin,UNIT005,81.78,A
RES1638,SCT211-0273/2024,Alisha Martin,UNIT006,87.66,A
RES1639,SCT211-0274/2024,Bobby Jones,UNIT001,66.4,B
RES1640,SCT211-0274/2024,Bobby Jones,UNIT002,84.18,A
RES1641,SCT211-0274/2024,Bobby Jones,UNIT003,58.01,C
RES1642,SCT211-0274/2024,Bobby Jones,UNIT004,71.84,A
RES1643,SCT211-0274/2024,Bobby Jones,UNIT005,97.65,A
RES1644,SCT211-0274/2024,Bobby Jones,UNIT006,68.72,B
RES1645,SCT211-0275/2022,Brian Reeves,UNIT001,87.45,A
RES1646,SCT211-0275/2022,Brian Reeves,UNIT002,75.15,A
RES1647,SCT211-0275/2022,Brian Reeves,UNIT003,80.42,A
RES1648,SCT211-0275/2022,Brian Reeves,UNIT004,75.22,A
RES1649,SCT211-0275/2022,Brian Reeves,UNIT005,40.72,D
RES1650,SCT211-0275/2022,Brian Reeves,UNIT006,58.19,C
RES1651,SCT211-0276/2024,Patrick Short,UNIT001,77.09,A
RES1652,SCT211-0276/2024,Patrick Short,UNIT002,89.08,A
RES1653,SCT211-0276/2024,Patrick Short,UNIT003,91.0,A
RES1654,SCT211-0276/2024,Patrick Short,UNIT004,53.25,C
RES1655,SCT211-0276/2024,Patrick Short,UNIT005,57.56,C
RES1656,SCT211-0276/2024,Patrick Short,UNIT006,87.55,A
RES1657,SCT211-0277/2023,Caitlin Tran,UNIT001,64.21,B
RES1658,SCT211-0277/2023,Caitlin Tran,UNIT002,42.09,D
RES1659,SCT211-0277/2023,Caitlin Tran,UNIT003,54.13,C
RES1660,SCT211-0277/2023,Caitlin Tran,UNIT004,67.88,B
RES1661,SCT211-0277/2023,Caitlin Tran,UNIT005,82.83,A
RES1662,SCT211-0277/2023,Caitlin Tran,UNIT006,50.69,C
RES1663,SCT211-0278/2021,Christina Higgins,UNIT001,57.78,C
RES1664,SCT211-0278/2021,Christina Higgins,UNIT002,98.6,A
RES1665,SCT211-0278/2021,Christina Higgins,UNIT003,90.76,A
RES1666,SCT211-0278/2021,Christina Higgins,UNIT004,91.63,A
RES1667,SCT211-0278/2021,Christina Higgins,UNIT005,68.37,B
RES1668,SCT211-0278/2021,Christina Higgins,UNIT006,82.51,A
RES1669,SCT211-0279/2022,Jonathan Martinez,UNIT001,46.99,D
RES1670,SCT211-0279/2022,Jonathan Martinez,UNIT002,43.53,D
RES1671,SCT211-0279/2022,Jonathan Martinez,UNIT003,74.32,A
RES1672,SCT211-0279/2022,Jonathan Martinez,UNIT004,69.26,B
RES1673,SCT211-0279/2022,Jonathan Martinez,UNIT005,95.9,A
RES1674,SCT211-0279/2022,Jonathan Martinez,UNIT006,62.8,B
RES1675,SCT211-0280/2021,David Scott,UNIT001,50.83,C
RES1676,SCT211-0280/2021,David Scott,UNIT002,63.86,B
RES1677,SCT211-0280/2021,David Scott,UNIT003,97.07,A
RES1678,SCT211-0280/2021,David Scott,UNIT004,91.39,A
RES1679,SCT211-0280/2021,David Scott,UNIT005,82.0,A
RES1680,SCT211-0280/2021,David Scott,UNIT006,59.77,C
RES1681,SCT211-0281/2022,Dr. Jennifer Berry MD,UNIT001,43.51,D
RES1682,SCT211-0281/2022,Dr. Jennifer Berry MD,UNIT002,97.57,A
RES1683,SCT211-0281/2022,Dr. Jennifer Berry MD,UNIT003,74.3,A
RES1684,SCT211-0281/2022,Dr. Jennifer Berry MD,UNIT004,58.21,C
RES1685,SCT211-0281/2022,Dr. Jennifer Berry MD,UNIT005,78.25,A
RES1686,SCT211-0281/2022,Dr. Jennifer Berry MD,UNIT006,70.39,A
RES1687,SCT211-0282/2021,Scott Mccarthy,UNIT001,88.27,A
RES1688,SCT211-0282/2021,Scott Mccarthy,UNIT002,73.45,A
RES1689,SCT211-0282/2021,Scott Mccarthy,UNIT003,61.2,B
RES1690,SCT211-0282/2021,Scott Mccarthy,UNIT004,84.49,A
RES1691,SCT211-0282/2021,Scott Mccarthy,UNIT005,91.05,A
RES1692,SCT211-0282/2021,Scott Mccarthy,UNIT006,83.38,A
RES1693,SCT211-0283/2022,Meagan Rivers,UNIT001,60.37,B
RES1694,SCT211-0283/2022,Meagan Rivers,UNIT002,63.31,B
RES1695,SCT211-0283/2022,Meagan Rivers,UNIT003,48.67,D
RES1696,SCT211-0283/2022,Meagan Rivers,UNIT004,55.61,C
RES1697,SCT211-0283/2022,Meagan Rivers,UNIT005,51.11,C
RES1698,SCT211-0283/2022,Meagan Rivers,UNIT006,99.94,A
RES1699,SCT211-0284/2023,Kyle Kim,UNIT001,96.17,A
RES1700,SCT211-0284/2023,Kyle Kim,UNIT002,91.97,A
RES1701,SCT211-0284/2023,Kyle Kim,UNIT003,95.78,A
RES1702,SCT211-0284/2023,Kyle Kim,UNIT004,66.82,B
RES1703,SCT211-0284/2023,Kyle Kim,UNIT005,92.29,A
RES1704,SCT211-0284/2023,Kyle Kim,UNIT006,69.69,B
RES1705,SCT211-0285/2024,Sabrina Wood,UNIT001,62.46,B
RES1706,SCT211-0285/2024,Sabrina Wood,UNIT002,54.84,C
RES1707,SCT211-0285/2024,Sabrina Wood,UNIT003,53.34,C
RES1708,SCT211-0285/2024,Sabrina Wood,UNIT004,68.54,B
RES1709,SCT211-0285/2024,Sabrina Wood,UNIT005,73.23,A
RES1710,SCT211-0285/2024,Sabrina Wood,UNIT006,92.68,A
RES1711,SCT211-0286/2021,Margaret Pierce,UNIT001,46.01,D
RES1712,SCT211-0286/2021,Margaret Pierce,UNIT002,96.54,A
RES1713,SCT211-0286/2021,Margaret Pierce,UNIT003,72.46,A
RES1714,SCT211-0286/2021,Margaret Pierce,UNIT004,95.14,A
RES1715,SCT211-0286/2021,Margaret Pierce,UNIT005,68.31,B
RES1716,SCT211-0286/2021,Margaret Pierce,UNIT006,76.41,A
RES1717,SCT211-0287/2024,Marcus Marks,UNIT001,92.52,A
RES1718,SCT211-0287/2024,Marcus Marks,UNIT002,64.26,B
RES1719,SCT211-0287/2024,Marcus Marks,UNIT003,64.03,B
RES1720,SCT211-0287/2024,Marcus Marks,UNIT004,46.29,D
RES1721,SCT211-0287/2024,Marcus Marks,UNIT005,50.68,C
RES1722,SCT211-0287/2024,Marcus Marks,UNIT006,85.14,A
RES1723,SCT211-0288/2024,Robert Flynn,UNIT001,42.39,D
RES1724,SCT211-0288/2024,Robert Flynn,UNIT002,76.01,A
RES1725,SCT211-0288/2024,Robert Flynn,UNIT003,78.97,A
RES1726,SCT211-0288/2024,Robert Flynn,UNIT004,87.35,A
RES1727,SCT211-0288/2024,Robert Flynn,UNIT005,40.4,D
RES1728,SCT211-0288/2024,Robert Flynn,UNIT006,44.4,D
RES1729,SCT211-0289/2022,Christopher Richards,UNIT001,43.88,D
RES1730,SCT211-0289/2022,Christopher Richards,UNIT002,80.18,A
RES1731,SCT211-0289/2022,Christopher Richards,UNIT003,54.78,C
RES1732,SCT211-0289/2022,Christopher Richards,UNIT004,44.5,D
RES1733,SCT211-0289/2022,Christopher Richards,UNIT005,84.51,A
RES1734,SCT211-0289/2022,Christopher Richards,UNIT006,92.47,A
RES1735,SCT211-0290/2023,Christopher Pitts,UNIT001,71.33,A
RES1736,SCT211-0290/2023,Christopher Pitts,UNIT002,97.66,A
RES1737,SCT211-0290/2023,Christopher Pitts,UNIT003,72.34,A
RES1738,SCT211-0290/2023,Christopher Pitts,UNIT004,71.02,A
RES1739,SCT211-0290/2023,Christopher Pitts,UNIT005,86.77,A
RES1740,SCT211-0290/2023,Christopher Pitts,UNIT006,85.54,A
RES1741,SCT211-0291/2021,Kristina Villanueva,UNIT001,84.5,A
RES1742,SCT211-0291/2021,Kristina Villanueva,UNIT002,70.94,A
RES1743,SCT211-0291/2021,Kristina Villanueva,UNIT003,42.07,D
RES1744,SCT211-0291/2021,Kristina Villanueva,UNIT004,53.62,C
RES1745,SCT211-0291/2021,Kristina Villanueva,UNIT005,48.36,D
RES1746,SCT211-0291/2021,Kristina Villanueva,UNIT006,42.29,D
RES1747,SCT211-0292/2023,Christopher Taylor,UNIT001,70.19,A
RES1748,SCT211-0292/2023,Christopher Taylor,UNIT002,52.8,C
RES1749,SCT211-0292/2023,Christopher Taylor,UNIT003,97.33,A
RES1750,SCT211-0292/2023,Christopher Taylor,UNIT004,85.7,A
RES1751,SCT211-0292/2023,Christopher Taylor,UNIT005,46.56,D
RES1752,SCT211-0292/2023,Christopher Taylor,UNIT006,61.34,B
RES1753,SCT211-0293/2023,Brittany Braun,UNIT001,77.1,A
RES1754,SCT211-0293/2023,Brittany Braun,UNIT002,50.12,C
RES1755,SCT211-0293/2023,Brittany Braun,UNIT003,57.19,C
RES1756,SCT211-0293/2023,Brittany Braun,UNIT004,85.21,A
RES1757,SCT211-0293/2023,Brittany Braun,UNIT005,88.83,A
RES1758,SCT211-0293/2023,Brittany Braun,UNIT006,98.87,A
RES1759,SCT211-0294/2023,Robin Peters,UNIT001,59.11,C
RES1760,SCT211-0294/2023,Robin Peters,UNIT002,93.58,A
RES1761,SCT211-0294/2023,Robin Peters,UNIT003,77.43,A
RES1762,SCT211-0294/2023,Robin Peters,UNIT004,42.73,D
RES1763,SCT211-0294/2023,Robin Peters,UNIT005,95.58,A
RES1764,SCT211-0294/2023,Robin Peters,UNIT006,54.47,C
RES1765,SCT211-0295/2023,Nicole Parrish,UNIT001,62.42,B
RES1766,SCT211-0295/2023,Nicole Parrish,UNIT002,40.85,D
RES1767,SCT211-0295/2023,Nicole Parrish,UNIT003,53.75,C
RES1768,SCT211-0295/2023,Nicole Parrish,UNIT004,43.04,D
RES1769,SCT211-0295/2023,Nicole Parrish,UNIT005,48.85,D
RES1770,SCT211-0295/2023,Nicole Parrish,UNIT006,73.72,A
RES1771,SCT211-0296/2024,Heather Morales,UNIT001,94.16,A
RES1772,SCT211-0296/2024,Heather Morales,UNIT002,74.87,A
RES1773,SCT211-0296/2024,Heather Morales,UNIT003,62.83,B
RES1774,SCT211-0296/2024,Heather Morales,UNIT004,82.0,A
RES1775,SCT211-0296/2024,Heather Morales,UNIT005,94.42,A
RES1776,SCT211-0296/2024,Heather Morales,UNIT006,96.02,A
RES1777,SCT211-0297/2021,Matthew Patterson,UNIT001,51.22,C
RES1778,SCT211-0297/2021,Matthew Patterson,UNIT002,41.3,D
RES1779,SCT211-0297/2021,Matthew Patterson,UNIT003,67.27,B
RES1780,SCT211-0297/2021,Matthew Patterson,UNIT004,87.34,A
RES1781,SCT211-0297/2021,Matthew Patterson,UNIT005,62.85,B
RES1782,SCT211-0297/2021,Matthew Patterson,UNIT006,75.73,A
RES1783,SCT211-0298/2023,Justin Dominguez,UNIT001,77.76,A
RES1784,SCT211-0298/2023,Justin Dominguez,UNIT002,63.89,B
RES1785,SCT211-0298/2023,Justin Dominguez,UNIT003,82.11,A
RES1786,SCT211-0298/2023,Justin Dominguez,UNIT004,81.14,A
RES1787,SCT211-0298/2023,Justin Dominguez,UNIT005,69.27,B
RES1788,SCT211-0298/2023,Justin Dominguez,UNIT006,73.43,A
RES1789,SCT211-0299/2021,Todd Richards,UNIT001,47.99,D
RES1790,SCT211-0299/2021,Todd Richards,UNIT002,97.31,A
RES1791,SCT211-0299/2021,Todd Richards,UNIT003,75.69,A
RES1792,SCT211-0299/2021,Todd Richards,UNIT004,50.44,C
RES1793,SCT211-0299/2021,Todd Richards,UNIT005,47.85,D
RES1794,SCT211-0299/2021,Todd Richards,UNIT006,96.1,A
RES1795,SCT211-0300/2021,Jacqueline Pratt,UNIT001,56.45,C
RES1796,SCT211-0300/2021,Jacqueline Pratt,UNIT002,66.26,B
RES1797,SCT211-0300/2021,Jacqueline Pratt,UNIT003,58.0,C
RES1798,SCT211-0300/2021,Jacqueline Pratt,UNIT004,77.21,A
RES1799,SCT211-0300/2021,Jacqueline Pratt,UNIT005,46.73,D
RES1800,SCT211-0300/2021,Jacqueline Pratt,UNIT006,67.37,B
RES1801,SCT211-0301/2023,Kenneth Butler,UNIT001,43.0,D
RES1802,SCT211-0301/2023,Kenneth Butler,UNIT002,69.04,B
RES1803,SCT211-0301/2023,Kenneth Butler,UNIT003,66.76,B
RES1804,SCT211-0301/2023,Kenneth Butler,UNIT004,87.79,A
RES1805,SCT211-0301/2023,Kenneth Butler,UNIT005,99.57,A
RES1806,SCT211-0301/2023,Kenneth Butler,UNIT006,76.5,A
RES1807,SCT211-0302/2024,Patrick Golden,UNIT001,71.34,A
RES1808,SCT211-0302/2024,Patrick Golden,UNIT002,93.99,A
RES1809,SCT211-0302/2024,Patrick Golden,UNIT003,77.74,A
RES1810,SCT211-0302/2024,Patrick Golden,UNIT004,65.02,B
RES1811,SCT211-0302/2024,Patrick Golden,UNIT005,43.94,D
RES1812,SCT211-0302/2024,Patrick Golden,UNIT006,49.26,D
RES1813,SCT211-0303/2024,Carl Love,UNIT001,66.76,B
RES1814,SCT211-0303/2024,Carl Love,UNIT002,67.39,B
RES1815,SCT211-0303/2024,Carl Love,UNIT003,51.33,C
RES1816,SCT211-0303/2024,Carl Love,UNIT004,89.69,A
RES1817,SCT211-0303/2024,Carl Love,UNIT005,61.25,B
RES1818,SCT211-0303/2024,Carl Love,UNIT006,61.2,B
RES1819,SCT211-0304/2021,Stacey Green,UNIT001,98.31,A
RES1820,SCT211-0304/2021,Stacey Green,UNIT002,55.98,C
RES1821,SCT211-0304/2021,Stacey Green,UNIT003,67.08,B
RES1822,SCT211-0304/2021,Stacey Green,UNIT004,76.76,A
RES1823,SCT211-0304/2021,Stacey Green,UNIT005,59.6,C
RES1824,SCT211-0304/2021,Stacey Green,UNIT006,82.69,A
RES1825,SCT211-0305/2022,Nicole Jensen,UNIT001,83.07,A
RES1826,SCT211-0305/2022,Nicole Jensen,UNIT002,42.28,D
RES1827,SCT211-0305/2022,Nicole Jensen,UNIT003,76.74,A
RES1828,SCT211-0305/2022,Nicole Jensen,UNIT004,97.61,A
RES1829,SCT211-0305/2022,Nicole Jensen,UNIT005,55.42,C
RES1830,SCT211-0305/2022,Nicole Jensen,UNIT006,85.64,A
RES1831,SCT211-0306/2023,Samantha Dorsey,UNIT001,87.31,A
RES1832,SCT211-0306/2023,Samantha Dorsey,UNIT002,55.58,C
RES1833,SCT211-0306/2023,Samantha Dorsey,UNIT003,80.6,A
RES1834,SCT211-0306/2023,Samantha Dorsey,UNIT004,94.91,A
RES1835,SCT211-0306/2023,Samantha Dorsey,UNIT005,57.54,C
RES1836,SCT211-0306/2023,Samantha Dorsey,UNIT006,75.78,A
RES1837,SCT211-0307/2022,Amy Johnson,UNIT001,88.96,A
RES1838,SCT211-0307/2022,Amy Johnson,UNIT002,56.52,C
RES1839,SCT211-0307/2022,Amy Johnson,UNIT003,95.64,A
RES1840,SCT211-0307/2022,Amy Johnson,UNIT004,68.38,B
RES1841,SCT211-0307/2022,Amy Johnson,UNIT005,53.1,C
RES1842,SCT211-0307/2022,Amy Johnson,UNIT006,46.9,D
RES1843,SCT211-0308/2023,Kim Thompson,UNIT001,93.9,A
RES1844,SCT211-0308/2023,Kim Thompson,UNIT002,53.78,C
RES1845,SCT211-0308/2023,Kim Thompson,UNIT003,40.93,D
RES1846,SCT211-0308/2023,Kim Thompson,UNIT004,81.72,A
RES1847,SCT211-0308/2023,Kim Thompson,UNIT005,53.37,C
RES1848,SCT211-0308/2023,Kim Thompson,UNIT006,57.94,C
RES1849,SCT211-0309/2024,Michelle Jackson,UNIT001,41.03,D
RES1850,SCT211-0309/2024,Michelle Jackson,UNIT002,77.21,A
RES1851,SCT211-0309/2024,Michelle Jackson,UNIT003,53.82,C
RES1852,SCT211-0309/2024,Michelle Jackson,UNIT004,82.5,A
